Rank,Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers,Followers gained,Partnered,Mature,Language,Channel name
850,sonycast_,206837025,114615,8653,1804,297463,4611,TRUE,FALSE,Korean,소니쇼 (sonycast_)
851,kimdduddi,206813400,74085,7710,2791,197673,14349,TRUE,FALSE,Korean,김뚜띠_ (kimdduddi)
852,Ampeterby7,206596545,77985,24694,2649,2301626,416915,TRUE,FALSE,Spanish,Ampeterby7
853,CapcomFighters,206417070,31440,56819,6565,395748,15669,TRUE,FALSE,English,CapcomFighters
854,Datto,206344020,65055,163608,3171,691796,80254,TRUE,TRUE,English,Datto
855,esports_rage,206067675,13680,74276,15063,133725,102909,TRUE,FALSE,Japanese,esports_rage
856,Kiyoon,205986345,53205,14965,3871,162940,36598,TRUE,FALSE,English,Kiyoon
857,alenenwooptv,205969695,151680,3396,1357,148124,12410,TRUE,FALSE,Korean,웁_게임방송 (alenenwooptv)
858,gafallen,205958865,17145,112238,12012,1446090,130883,TRUE,FALSE,Portuguese,gafallen
859,mazellovvv,205621200,38520,16537,5338,624079,493686,TRUE,FALSE,Russian,mazellovvv
860,lovelyyeon,205531440,153525,5481,1338,192970,18887,TRUE,FALSE,Korean,_연두부_ (lovelyyeon)
861,zugorow,205504650,186345,4364,1102,133494,36767,TRUE,FALSE,Portuguese,zugorow
862,Gamers8GG,204999300,10950,109504,18721,117408,115306,TRUE,FALSE,English,Gamers8GG
863,RaizQT,204755145,155265,11708,1318,198787,8688,TRUE,FALSE,English,RaizQT
864,jessirocks,204518895,63735,71675,3208,150113,57366,TRUE,FALSE,German,jessirocks
865,pjs9073,204004215,68010,23429,2999,332877,20872,FALSE,FALSE,Korean,쫀득이_ (pjs9073)
866,Myth,203365905,58500,19731,3476,7446663,79832,TRUE,FALSE,English,Myth
867,cheatbanned,203090865,69930,36575,2904,1027494,65394,TRUE,FALSE,Russian,cheatbanned
868,TheKAIRI78,203055345,54525,22116,3724,1603656,317681,TRUE,FALSE,French,TheKAIRI78
869,Apricot,203045235,76755,10929,2645,383003,107663,TRUE,TRUE,English,Apricot
870,bbreadman,203012205,137715,6875,1474,121891,68862,TRUE,FALSE,English,bbreadman
871,LobosJr,202978755,113685,20789,1785,421888,26466,TRUE,FALSE,English,LobosJr
872,SoyPan,202701945,124050,9052,1634,905963,244527,TRUE,FALSE,Spanish,SoyPan
873,fobm4ster,202637010,134955,4820,1501,118389,26115,TRUE,FALSE,English,fobm4ster
874,a541021,202583175,158970,8182,1274,220345,337,TRUE,TRUE,Chinese,狂暴小建 (a541021)
875,Mouzakrobat,202555170,103410,5817,1958,114931,18319,TRUE,TRUE,German,Mouzakrobat
876,AriaSaki,201763980,91800,14593,2197,605321,84691,TRUE,FALSE,English,AriaSaki
877,Posty,201625755,148590,12713,1356,428560,79034,TRUE,FALSE,English,Posty
878,Milk,201474600,63435,13635,3176,136282,59826,TRUE,FALSE,English,Milk
879,MST3K,201455430,524715,19914,383,78219,15202,TRUE,FALSE,English,MST3K
880,lilypichu,201356400,35925,22166,5604,2459106,97371,TRUE,FALSE,English,lilypichu
881,Nick28T,200785230,185220,10845,1084,1051451,4735,TRUE,TRUE,English,Nick28T
882,Snip3down,200667465,81345,18731,2466,608341,73503,TRUE,TRUE,English,Snip3down
883,DoktorFroid,200589180,47655,32565,4209,231744,26810,TRUE,FALSE,German,DoktorFroid
884,OfficialAndyPyro,200281980,228240,9760,877,278429,10452,TRUE,TRUE,Finnish,OfficialAndyPyro
885,BobbyPoffGaming,200210370,186705,6039,1072,319942,73619,TRUE,TRUE,English,BobbyPoffGaming
886,Kalei,200153085,131595,9517,1520,581742,59208,TRUE,TRUE,English,Kalei
887,kss7749,200093820,90270,14694,2216,191371,7639,TRUE,FALSE,Korean,쉐리 (kss7749)
888,kyootbot,199666170,52320,11488,3816,421740,217680,TRUE,TRUE,English,kyootbot
889,johnny3047258,199585410,79545,13712,2509,97613,30688,FALSE,FALSE,Korean,죠니니 (johnny3047258)
890,rubenmartinweb,199248180,59025,15327,3375,154872,61297,TRUE,FALSE,Spanish,rubenmartinweb
891,Tanizen,199047060,137040,18878,1452,656624,320937,TRUE,FALSE,Spanish,Tanizen
892,Anthony_Kongphan,198773835,174690,15162,1137,518057,5165,TRUE,FALSE,English,Anthony_Kongphan
893,Japczan,198705900,31755,31646,6257,505557,101374,TRUE,FALSE,Polish,Japczan
894,Shiphtur,198360090,193680,14911,1024,762693,-1443,TRUE,FALSE,English,Shiphtur
895,BENIJU03,198347595,38400,41981,5165,1662655,763532,TRUE,FALSE,Spanish,BENIJU03
896,KubaFPS,198107130,117855,7913,1680,137974,121244,TRUE,TRUE,German,KubaFPS
897,Flats,198006960,109815,27241,1803,331491,191472,TRUE,FALSE,English,Flats
898,Dantes,197915265,185535,9524,1066,198551,150219,FALSE,FALSE,English,Dantes
899,Scrapie,197707470,82680,8468,2391,76491,31979,TRUE,FALSE,English,Scrapie
900,Shotzzy,197590740,67410,19696,2931,242365,94685,TRUE,FALSE,English,Shotzzy
901,Gingy,197428140,129780,53732,1521,195006,44380,TRUE,TRUE,English,Gingy
902,Homyatol,196676295,60720,11874,3239,803543,30726,TRUE,TRUE,Italian,Homyatol
903,Zellsis,196317465,109080,23878,1799,344613,308954,TRUE,TRUE,English,Zellsis
904,KarmikKoala,196048440,100620,8937,1948,191598,16733,TRUE,FALSE,Russian,KarmikKoala
905,MeikodRJ,195902535,90870,15019,2155,643536,169591,TRUE,FALSE,Portuguese,MeikodRJ
906,ggbb528,195608355,125535,8145,1558,102857,20528,TRUE,FALSE,Chinese,勝敗難免 (ggbb528)
907,meduska,195386625,53055,16512,3682,174289,161439,TRUE,FALSE,Polish,meduska
908,Juice,195198675,157515,2904,1239,94385,11778,TRUE,FALSE,Russian,Juice
909,valorant_la,195088575,53745,50016,3629,290337,136565,TRUE,FALSE,Spanish,valorant_la
910,PapeSan,194982030,38100,23736,5117,252412,214873,TRUE,FALSE,French,PapeSan
911,XenosysVex,194760525,119925,15661,1624,121657,30935,TRUE,FALSE,English,XenosysVex
912,Popo,194602125,32745,22882,5942,415069,52066,TRUE,FALSE,Polish,Popo
913,holyjckimjack,194574075,133530,8340,1457,46167,42658,FALSE,FALSE,English,holyjckimjack
914,natalan,194216730,109395,12264,1775,1517481,272897,TRUE,FALSE,Spanish,natalan
915,XcaliburYe,194167635,143280,5091,1355,161895,30674,TRUE,TRUE,English,XcaliburYe
916,viviendoenlacalle,193988955,242490,7417,799,116800,74812,TRUE,FALSE,Spanish,viviendoenlacalle
917,crazyfacetw,193752465,99345,9276,1950,118718,45071,TRUE,TRUE,Chinese,crazyfacetw
918,XQN_TheSad,193546230,103935,5542,1862,46492,30411,TRUE,FALSE,English,XQN_TheSad
919,Cydonia_Chiara,193287030,93930,15220,2057,143733,33383,TRUE,FALSE,Italian,Cydonia_Chiara
920,ploo,192997995,62715,24800,3077,644204,220725,TRUE,FALSE,English,ploo
921,Panpots,192887325,75060,31508,2569,103794,74843,TRUE,FALSE,Spanish,Panpots
922,RDjavi,192886110,78525,6732,2456,123160,117859,TRUE,FALSE,Spanish,RDjavi
923,Herdyn,192731100,117840,8648,1635,704226,35915,TRUE,TRUE,Czech,Herdyn
924,travpiper,192499080,133935,9491,1437,118881,53315,TRUE,TRUE,English,travpiper
925,Nikof,192401700,88890,17341,2164,405076,105507,TRUE,FALSE,French,Nikof
926,cdewx,192399060,149970,18563,1282,432047,16187,TRUE,FALSE,English,cdewx
927,rudbeckia7,192360705,110310,5179,1743,213332,-4197,TRUE,FALSE,Korean,연두는말안드뤄 (rudbeckia7)
928,MembTV,192116805,150375,21690,1277,108880,14300,TRUE,FALSE,English,MembTV
929,SheriffEli,192022350,144945,3545,1324,278675,2482,TRUE,TRUE,English,SheriffEli
930,Lapi,191865195,126135,81933,1521,199863,42213,TRUE,FALSE,French,Lapi
931,Hungrybox,191754630,98370,42668,1949,456815,81341,TRUE,FALSE,English,Hungrybox
932,grafo,191683920,146100,8838,1312,564079,26714,TRUE,FALSE,Spanish,grafo
933,kyliebitkin,191428755,142230,13125,1345,220636,25198,TRUE,TRUE,English,kyliebitkin
934,wudijo,191069250,151770,20578,1258,94717,29975,TRUE,FALSE,English,wudijo
935,rkdthdus930,191065065,103170,9996,1851,128026,13981,TRUE,FALSE,Korean,강소연 (rkdthdus930)
936,WagamamaTV,190909455,177150,5740,1077,329286,7346,TRUE,FALSE,English,WagamamaTV
937,emilyywang,190898925,104040,9548,1834,157164,64107,TRUE,FALSE,English,emilyywang
938,HyperRatTV,190858740,158865,45950,1201,153227,64686,TRUE,FALSE,English,HyperRatTV
939,ANGRYPUG,190835445,138555,9512,1377,452454,4882,TRUE,TRUE,English,ANGRYPUG
940,JASONR,190720950,230985,8837,825,877236,19899,TRUE,FALSE,English,JASONR
941,flamekr,190466070,143190,10861,1330,138344,34454,TRUE,FALSE,Korean,플레임__ (flamekr)
942,sizer0346,190214985,191370,2149,993,26979,2062,TRUE,FALSE,Korean,멀럭킹 (sizer0346)
943,Farfa,190170795,90510,8094,2101,98941,35263,TRUE,FALSE,English,Farfa
944,NeZaK_,189850605,150405,5670,1262,544765,108564,TRUE,FALSE,Italian,NeZaK_
945,PWRDEsports1,189761775,34785,23437,5455,73845,40525,TRUE,FALSE,English,PWRDEsports1
946,robinsongz,189706770,102975,13006,1842,82191,32159,TRUE,FALSE,English,robinsongz
947,LexVeldhuis,189654135,63210,17799,3000,305559,16137,TRUE,TRUE,English,LexVeldhuis
948,dopa24,189449760,40545,53222,4672,676907,71658,TRUE,FALSE,Korean,dopa24
949,Luzu,189297015,38475,208594,4920,2672375,929329,TRUE,FALSE,Spanish,Luzu
950,zubarefff,189272940,31095,18130,6086,615951,600218,TRUE,FALSE,Russian,zubarefff
951,LittleBigWhale,189228255,90525,88917,2090,557210,78040,TRUE,FALSE,French,LittleBigWhale
952,OhTofu,188741370,93315,4734,2022,200795,28507,TRUE,TRUE,English,OhTofu
953,Jukeyz,188469825,175440,7893,1074,211422,40711,TRUE,FALSE,English,Jukeyz
954,Lazvell,188075265,45675,21721,4117,249548,135229,TRUE,FALSE,Japanese,Lazvell
955,AresLPs,188067600,121680,31175,1545,104131,50088,TRUE,TRUE,German,AresLPs
956,Raxxanterax,187717590,156405,11120,1200,81848,24061,TRUE,FALSE,English,Raxxanterax
957,Overpow,186514875,137310,6499,1358,282916,13370,TRUE,FALSE,Polish,Overpow
958,CrystalMolly,186008700,84045,12070,2213,131253,76430,TRUE,FALSE,Spanish,CrystalMolly
959,Ray,185708640,85395,8468,2174,575132,14369,TRUE,FALSE,English,Ray
960,Genburten,185705460,71685,8021,2590,439852,179561,TRUE,FALSE,English,Genburten
961,ElisaEsports,185425845,41535,64088,4464,138754,93887,FALSE,FALSE,English,ElisaEsports
962,brkk,185424000,102540,28536,1808,373097,301413,FALSE,TRUE,Portuguese,brkk
963,RakanooLive,185028480,117000,7420,1581,1646404,80169,TRUE,FALSE,Arabic,RakanooLive
964,Un33D,185001675,110205,8724,1678,72922,26996,TRUE,FALSE,French,Un33D
965,Senderfn,184821435,121260,35315,1524,54635,50127,TRUE,TRUE,German,Senderfn
966,Cerbero_Podcast,184658940,54375,24552,3396,331782,47240,TRUE,FALSE,Italian,Cerbero_Podcast
967,brothers_baseball,184637775,38220,27569,4830,147145,49541,TRUE,FALSE,Chinese,中信兄弟官方頻道 (brothers_baseball)
968,GeorgeNotFound,184559700,3720,179525,49612,4893007,309096,TRUE,FALSE,English,GeorgeNotFound
969,Leopard,184162305,121980,8321,1509,136113,27525,TRUE,FALSE,English,Leopard
970,BULLSEYE,184118670,111525,14165,1650,183420,38591,TRUE,FALSE,Russian,BULLSEYE
971,pathofexilebota,183967815,106965,12611,1719,64323,14120,TRUE,FALSE,Russian,pathofexilebota
972,MasterTay,183921405,131670,4155,1396,132113,2477,TRUE,TRUE,German,MasterTay
973,5opka,183775230,84450,10069,2176,372853,313750,FALSE,FALSE,Russian,5opka
974,Saruei,183772815,73545,11962,2498,363412,105134,TRUE,TRUE,English,Saruei
975,sips_,183766800,89505,5131,2053,534930,13999,TRUE,TRUE,English,sips_
976,mailand,183529020,79455,6208,2309,152709,25441,TRUE,FALSE,German,mailand
977,TGLTN,183254325,82290,6686,2226,284237,104067,TRUE,FALSE,English,TGLTN
978,viperdemon,182976570,194700,14420,939,227634,37713,TRUE,FALSE,Thai,viperdemon
979,Spursito,182665125,48030,24467,3803,1155865,282818,TRUE,FALSE,Spanish,Spursito
980,TFToddy,182471370,114585,8814,1592,61951,46085,TRUE,TRUE,Portuguese,TFToddy
981,vickypalami,182429880,114810,31330,1588,350916,268542,TRUE,FALSE,Spanish,vickypalami
982,Lobanjicaa,182343420,104310,11697,1748,442798,77142,TRUE,TRUE,English,Lobanjicaa
983,GuDDummit,182318880,93945,5892,1940,52261,20412,TRUE,FALSE,Russian,GuDDummit
984,AdrianaChechik_,182313015,67125,9680,2716,823924,244314,TRUE,TRUE,English,AdrianaChechik_
985,Manyrin,182219505,61395,28112,2967,526274,39899,TRUE,FALSE,Russian,Manyrin
986,pvfrango,182056605,73485,59831,2477,372187,369708,FALSE,FALSE,Portuguese,pvfrango
987,drakeplaydz,181806870,429000,2140,423,75721,75112,FALSE,FALSE,Spanish,drakeplaydz
988,BlitzStream,181617270,101655,11598,1786,163496,22825,TRUE,FALSE,French,BlitzStream
989,taaaao,181585365,195030,5323,931,61929,59317,TRUE,FALSE,Chinese,國濤 (taaaao)
990,TheDarkness,180865005,104940,19092,1723,696792,28589,TRUE,FALSE,Portuguese,TheDarkness
991,Vinesauce,180692775,38820,16656,4654,547475,29018,TRUE,TRUE,English,Vinesauce
992,Prefoxfox,180348840,174390,3954,1034,59721,20774,TRUE,FALSE,English,Prefoxfox
993,Terracid,180316425,47190,13676,3821,827330,130124,TRUE,FALSE,French,Terracid
994,Elosanta,180279510,129720,9790,1389,251077,211074,TRUE,FALSE,English,Elosanta
995,kkatamina,180168600,40395,26735,4460,552579,97880,TRUE,FALSE,English,kkatamina
996,JOEYKAOTYK,180036600,107565,11027,1673,143534,41308,TRUE,FALSE,English,JOEYKAOTYK
997,by_Owl,179990025,49320,27558,3649,446325,105478,TRUE,FALSE,Russian,by_Owl
998,drb7h,179835885,24525,22337,7332,531446,169191,TRUE,FALSE,Arabic,drb7h
999,KayzahR,179579340,105315,9816,1705,207171,37931,TRUE,TRUE,German,KayzahR
1000,surugamonkey0113,179537205,147255,6444,1219,97464,28938,TRUE,FALSE,Japanese,するがモンキー (surugamonkey0113)
