Rank,Channel,Watch time,Stream time,Peak viewers,Average viewers,Followers,Followers gained,Partnered,Mature,Language,Channel name
276,DatModz,535604895,217575,22824,2461,371525,64154,TRUE,FALSE,English,DatModz
277,Bichouu_,534387000,94395,25825,5661,695302,173483,TRUE,TRUE,French,Bichouu_
278,Grubby,534116220,181620,10714,2940,557731,91899,TRUE,FALSE,English,Grubby
279,WHOPLOHOYPAREN,533023845,52785,87478,10098,783723,710802,TRUE,FALSE,Russian,WHOPLOHOYPAREN
280,SolaryFortnite,531861780,487620,20117,1090,2084317,211604,TRUE,FALSE,French,SolaryFortnite
281,yapyap30,531022965,91755,27437,5787,327235,7376,TRUE,FALSE,Korean,얍얍 (yapyap30)
282,davooxeneize,530106915,86985,36738,6094,582623,527760,TRUE,FALSE,Spanish,davooxeneize
283,ElChiringuitoTV,529048545,143925,57108,3675,821019,291145,TRUE,FALSE,Spanish,ElChiringuitoTV
284,DarioMocciaTwitch,528982890,107340,25971,4928,407100,89247,TRUE,FALSE,Italian,DarioMocciaTwitch
285,DansGaming,526538880,174480,29310,3017,832342,3574,TRUE,FALSE,English,DansGaming
286,Philza,523038330,49560,61791,10553,4130797,366947,TRUE,TRUE,English,Philza
287,pizfn,520857195,179130,24961,2907,611622,170125,TRUE,FALSE,Italian,pizfn
288,LVPes2,519948180,70530,44903,7372,501463,124667,TRUE,FALSE,Spanish,LVPes2
289,PietSmiet,517688730,80670,86437,6417,764986,55525,TRUE,FALSE,German,PietSmiet
290,Mixwell,517190910,51120,87546,10117,919076,261464,TRUE,FALSE,Spanish,Mixwell
291,skill4ltu,514372890,138660,15912,3709,253368,59493,TRUE,TRUE,English,skill4ltu
292,BastiGHG,513699105,140730,20888,3650,1195318,220753,TRUE,FALSE,German,BastiGHG
293,Dkayed,513143955,75555,21147,6791,193289,60583,TRUE,FALSE,English,Dkayed
294,Dmitry_Lixxx,511891830,81135,31463,6309,1123971,447050,TRUE,FALSE,Russian,Dmitry_Lixxx
295,JokerdTV,511863840,177600,26021,2882,263056,41827,TRUE,FALSE,English,JokerdTV
296,KendineMuzisyen,510468750,46005,43008,11095,2477380,260689,TRUE,FALSE,Turkish,KendineMuzisyen
297,richwcampbell,509329770,69270,71463,7352,608103,184402,TRUE,FALSE,English,richwcampbell
298,Thijs,509228595,112245,16674,4536,787981,10906,TRUE,FALSE,English,Thijs
299,bbbb87,509163000,117435,21145,4335,128741,48356,TRUE,TRUE,Chinese,世誠 (bbbb87)
300,Chap_GG,508301730,103860,42505,4894,248210,176220,TRUE,FALSE,French,Chap_GG
301,robcdee,506688480,169290,14876,2993,270726,63586,TRUE,FALSE,English,robcdee
302,Rakin,506274150,152370,39281,3322,1602654,98753,TRUE,FALSE,Portuguese,Rakin
303,C_a_k_e,505497300,125220,43277,4036,350858,23912,TRUE,FALSE,Russian,C_a_k_e
304,RiotGamesJP,503630895,50730,75459,9927,264186,43106,TRUE,FALSE,Japanese,RiotGamesJP
305,FolagorLives,502579455,149040,21919,3372,1516406,166650,TRUE,FALSE,Spanish,FolagorLives
306,PROD,500648460,147975,14167,3383,624359,610417,TRUE,FALSE,English,PROD
307,Agraelus,498845130,121440,14439,4107,612317,45605,TRUE,TRUE,Czech,Agraelus
308,QuackityToo,498549000,12795,120532,38964,3208571,1753149,TRUE,FALSE,Spanish,QuackityToo
309,Edwin_live,495127350,69270,27292,7147,361281,204592,TRUE,FALSE,Thai,Edwin_live
310,SummonersInnLive,494289240,99015,37020,4992,579487,21059,TRUE,FALSE,German,SummonersInnLive
311,Tonton,493570290,133695,43194,3691,439286,122895,TRUE,FALSE,French,Tonton
312,Real_Bazzi,492734595,113235,19760,4351,284308,47392,FALSE,TRUE,German,Real_Bazzi
313,H2P_Gucio,490870110,135765,10992,3615,309724,42475,TRUE,FALSE,Polish,H2P_Gucio
314,LyonWGFLive,490707300,33360,43002,14709,895401,206289,TRUE,FALSE,Italian,LyonWGFLive
315,Enviosity,489905325,137340,31320,3567,735950,164454,TRUE,FALSE,English,Enviosity
316,Stoopzz,488711730,120795,23521,4045,167714,127089,TRUE,FALSE,English,Stoopzz
317,NiceWigg,488114910,129330,71033,3774,638485,170951,TRUE,FALSE,English,NiceWigg
318,runner0608,487011465,124935,20253,3898,256938,22384,TRUE,FALSE,Korean,러너교 (runner0608)
319,Altair,486213975,165120,11981,2944,89955,21583,TRUE,FALSE,French,Altair
320,sneakylol,484889535,239985,26048,2020,1762613,31982,TRUE,FALSE,English,sneakylol
321,Reborn_Live,483187950,108135,56062,4468,2319792,582092,TRUE,FALSE,Spanish,Reborn_Live
322,jingburger,480282330,89400,17857,5372,210151,171902,TRUE,FALSE,Korean,징버거 (jingburger)
323,Staiy,479948610,113535,16728,4227,311282,38215,TRUE,FALSE,German,Staiy
324,LenaGol0vach,477376875,86160,17104,5540,379163,77549,TRUE,FALSE,Russian,LenaGol0vach
325,koil,476026860,130575,20505,3645,544819,62604,TRUE,TRUE,English,koil
326,coscu,474819255,63420,317576,7486,3638139,425938,TRUE,TRUE,Spanish,coscu
327,Emiru,473918910,35730,51303,13263,1112669,497442,TRUE,FALSE,English,Emiru
328,goncho,473371080,91710,62766,5161,1104873,138598,TRUE,TRUE,Spanish,goncho
329,kr1stw,471494505,135480,10935,3480,56474,20154,TRUE,TRUE,Chinese,狂暴西南2 (kr1stw)
330,SidneyEweka,470975130,97275,19763,4841,746460,283508,TRUE,FALSE,German,SidneyEweka
331,CriticalRole,467233605,17040,70601,27419,1172219,171324,TRUE,FALSE,English,CriticalRole
332,Jankos,466367805,48390,28134,9637,1250485,153486,TRUE,FALSE,English,Jankos
333,Pauleta_Twitch,466001115,49680,40214,9380,442099,156873,TRUE,FALSE,French,Pauleta_Twitch
334,Uzra,464010000,229905,14226,2018,230300,9609,TRUE,FALSE,Chinese,Uzra
335,Silent,463475850,150075,17136,3088,233709,52133,TRUE,TRUE,English,Silent
336,kyo1984123,461832375,249225,12609,1853,170521,5838,TRUE,TRUE,Chinese,kyo1984123
337,iLame,461584425,217065,9322,2126,358989,48897,TRUE,TRUE,Russian,iLame
338,koreshzy,460176000,34290,79535,13420,1206278,909591,TRUE,TRUE,Russian,koreshzy
339,Punz,459566910,86235,25453,5329,1443061,122757,TRUE,FALSE,English,Punz
340,fl0m,458511855,195195,10965,2348,772079,43258,TRUE,FALSE,English,fl0m
341,Sommerset,457849710,167160,26060,2738,1342157,564210,TRUE,FALSE,English,Sommerset
342,YoungMulti,457606515,50130,33342,9128,740788,441625,TRUE,FALSE,Polish,YoungMulti
343,Scurrows,456642810,91755,13003,4976,183632,60705,FALSE,TRUE,German,Scurrows
344,cloakzy,456122010,79650,28819,5726,2830566,108169,TRUE,FALSE,English,cloakzy
345,IamCristinini,455706150,96255,34097,4734,3171713,535598,TRUE,FALSE,Spanish,IamCristinini
346,midbeast,455084655,111030,18732,4098,749393,120069,TRUE,FALSE,English,midbeast
347,Hiko,453848250,67110,23417,6762,1757775,140559,TRUE,FALSE,English,Hiko
348,Zizaran,452629440,178425,31625,2536,371306,25694,TRUE,FALSE,English,Zizaran
349,pacific8815,451662885,97020,19506,4655,227773,12292,TRUE,FALSE,Korean,쌍베 (pacific8815)
350,yukiofps14,449205120,117540,31289,3821,144271,109302,TRUE,FALSE,Japanese,ゆきお2 (yukiofps14)
351,AriGameplays,448320570,61545,128471,7284,5278572,2501730,TRUE,FALSE,Spanish,AriGameplays
352,Sologesang,448312275,198960,10928,2253,138643,36953,TRUE,FALSE,German,Sologesang
353,aba4647,446829420,37410,36613,11944,563626,106923,TRUE,FALSE,Korean,랄로 (aba4647)
354,Moonryde,446563365,151245,20216,2952,611990,83023,TRUE,FALSE,Italian,Moonryde
355,JustCooman,446384760,100830,14427,4427,313262,89248,TRUE,FALSE,Russian,JustCooman
356,Shotz,445834590,140280,9892,3178,331415,63507,TRUE,TRUE,English,Shotz
357,GernaderJake,445144620,142740,23078,3118,466052,69027,TRUE,FALSE,English,GernaderJake
358,MuTeX,444397110,200820,9090,2212,867993,102271,TRUE,TRUE,English,MuTeX
359,jdm2088,444294195,58260,47847,7626,360610,26453,TRUE,FALSE,Korean,악어 (jdm2088)
360,TolkinLoL,442837185,133365,31337,3320,225033,70232,TRUE,FALSE,German,TolkinLoL
361,2chamcham2,442246215,101445,14414,4359,601589,38117,TRUE,FALSE,Korean,탬탬버린 (2chamcham2)
362,playapex,439863660,12855,213219,34217,928248,385513,TRUE,FALSE,English,playapex
363,Rogue,439854780,121095,16908,3632,783456,120606,TRUE,FALSE,English,Rogue
364,BobRoss,438862980,238860,14705,1837,2050268,56045,TRUE,FALSE,English,BobRoss
365,dwjft,438425280,86085,51846,5092,254782,75411,TRUE,TRUE,English,dwjft
366,jinu6734,437261130,119175,9494,3669,330130,10934,FALSE,FALSE,Korean,김진우 (jinu6734)
367,melharucos,437134665,129465,15635,3376,406283,22033,TRUE,TRUE,Russian,melharucos
368,Mathil1,435959640,146190,18028,2982,354815,11757,TRUE,FALSE,English,Mathil1
369,GRPZDC,434479965,110130,23519,3945,99550,63487,TRUE,TRUE,Russian,GRPZDC
370,Eray,434220450,70290,30042,6177,736840,305111,TRUE,TRUE,Turkish,Eray
371,Nissaxter,433398360,92610,14440,4679,646267,232791,TRUE,FALSE,Spanish,Nissaxter
372,WePlayCSGO_EEU,430774005,52470,223542,8209,513152,-3622,TRUE,FALSE,Ukrainian,WePlayCSGO_EEU
373,NiklasWilson,430276185,93210,26307,4616,609583,304706,TRUE,FALSE,German,NiklasWilson
374,Mynthos,429978990,121755,19776,3531,230706,110431,TRUE,TRUE,French,Mynthos
375,ale_apoka,429494880,385005,25412,1115,271462,162756,TRUE,TRUE,Portuguese,ale_apoka
376,ReventXz,428867085,122550,93336,3499,910014,83355,TRUE,FALSE,Spanish,ReventXz
377,SmallAnt,428027745,74040,21890,5781,1215597,283394,TRUE,FALSE,English,SmallAnt
378,Ac7ionMan,425153745,226830,15519,1874,671062,268658,TRUE,TRUE,English,Ac7ionMan
379,imaqtpie,423960285,176415,12274,2403,2598775,-20139,TRUE,FALSE,English,imaqtpie
380,mL7support,423531555,106650,101562,3971,660843,210346,TRUE,FALSE,English,mL7support
381,Shaunz,423512670,80880,28481,5236,263652,47472,TRUE,FALSE,French,Shaunz
382,Freneh,422544555,98520,27339,4288,465235,128826,TRUE,FALSE,Italian,Freneh
383,Wirtual,420651510,69645,27699,6039,327438,146809,TRUE,FALSE,English,Wirtual
384,StreamerHouse,420546210,516420,22095,814,772753,27663,TRUE,FALSE,English,StreamerHouse
385,Wolfabelle,419747085,188400,8851,2227,288510,55574,TRUE,FALSE,English,Wolfabelle
386,frttt,418336275,212025,10102,1973,398173,197991,TRUE,FALSE,Portuguese,frttt
387,agurin,415908405,150420,26072,2764,221458,63499,TRUE,FALSE,German,agurin
388,Joueur_du_Grenier,415885545,41010,40105,10141,854564,136288,TRUE,FALSE,French,Joueur_du_Grenier
389,ELoTRiX,415836735,65835,38094,6316,1497513,163804,TRUE,TRUE,German,ELoTRiX
390,gosegugosegu,415258560,70065,24526,5926,233901,191702,TRUE,FALSE,Korean,고세구___ (gosegugosegu)
391,egorkreed,415068120,30690,56996,13524,1101669,547017,TRUE,FALSE,Russian,egorkreed
392,fifakillvizualz,413686725,182085,26510,2271,398533,142246,TRUE,FALSE,English,fifakillvizualz
393,POW3R,412325310,170505,24591,2418,1915055,176514,TRUE,FALSE,Italian,POW3R
394,Pieface23,411739455,102750,19675,4007,810061,171847,TRUE,FALSE,English,Pieface23
395,SkipNhO,411596325,139335,14471,2954,1246343,50496,TRUE,FALSE,Portuguese,SkipNhO
396,cotton__123,411487395,70305,35570,5852,211022,165505,TRUE,FALSE,Korean,주르르 (cotton__123)
397,ses836,408417195,144000,14169,2836,173688,24464,TRUE,FALSE,Korean,인간젤리 (ses836)
398,imls,407967990,78915,26866,5169,640488,77984,TRUE,FALSE,English,imls
399,Taspio,406798080,96690,15626,4207,618198,244552,TRUE,TRUE,Portuguese,Taspio
400,shxtou,406059030,59325,34406,6844,908402,871484,TRUE,FALSE,English,shxtou
401,Diegosaurs,405883050,93165,19080,4356,683548,45442,TRUE,FALSE,English,Diegosaurs
402,Emongg,404445315,155085,50604,2607,775261,138261,TRUE,FALSE,English,Emongg
403,Grendy,403765335,105645,10222,3821,142543,71904,TRUE,FALSE,Polish,Grendy
404,Im_Dontai,402314355,62820,18393,6404,1667523,401932,TRUE,FALSE,English,Im_Dontai
405,Insym,400848435,92505,15566,4333,404654,175588,TRUE,FALSE,English,Insym
406,lol_nemesis,400167210,132780,24610,3013,609577,84768,TRUE,FALSE,English,lol_nemesis
407,VGBootCamp,400144155,114690,76058,3488,623439,56267,TRUE,FALSE,English,VGBootCamp
408,IWDominate,399782220,84075,24304,4755,847942,16350,TRUE,FALSE,English,IWDominate
409,xth0rek,399642285,93660,11443,4266,256008,37824,TRUE,FALSE,Polish,xth0rek
410,PGL_DOTA2EN2,399064155,17910,95710,22281,162693,129262,TRUE,FALSE,English,PGL_DOTA2EN2
411,erobb221,398475705,95445,34103,4174,423308,81584,TRUE,FALSE,English,erobb221
412,aldo_geo,398033970,74010,31570,5378,977318,592733,TRUE,FALSE,Spanish,aldo_geo
413,superjj102,397281105,147255,10973,2697,153406,12857,TRUE,FALSE,English,superjj102
414,LeekBeats,395773740,394560,61073,1003,54910,35476,FALSE,FALSE,English,LeekBeats
415,ohnePixel,395477955,121500,21041,3254,250786,170503,TRUE,FALSE,English,ohnePixel
416,Whippy,395100915,119670,17506,3301,489389,78999,TRUE,TRUE,English,Whippy
417,Drututt,393640485,79485,12200,4952,378879,148416,TRUE,FALSE,English,Drututt
418,rooftopcat99,392713080,111420,12038,3524,313595,36021,TRUE,TRUE,Korean,옥냥이 (rooftopcat99)
419,jbzzed,392425395,104100,18966,3769,505657,151069,TRUE,FALSE,French,jbzzed
420,Blaustoise,391735125,124455,25709,3147,401377,120402,TRUE,FALSE,English,Blaustoise
421,CasinoDaddy,391093905,275205,3642,1421,176527,14020,FALSE,TRUE,English,CasinoDaddy
422,xTheSolutionTV,390273750,144090,23339,2708,613226,129478,TRUE,FALSE,German,xTheSolutionTV
423,Jelty,389872080,76095,46564,5123,2896997,345316,TRUE,FALSE,Spanish,Jelty
424,DuendePablo,388791240,129405,14616,3004,927585,91141,TRUE,FALSE,Spanish,DuendePablo
425,biyin_,388768965,44400,53064,8756,2974709,805338,TRUE,FALSE,Spanish,biyin_
426,jungtaejune,385470915,176880,10619,2179,145438,5649,TRUE,TRUE,Korean,똘똘똘이_ (jungtaejune)
427,Steelmage,385025310,135465,27882,2842,132187,17344,TRUE,FALSE,English,Steelmage
428,QTCinderella,384477285,64890,381436,5925,811028,269313,TRUE,FALSE,English,QTCinderella
429,relaxing234,383883195,64365,56011,5964,454759,50019,TRUE,FALSE,Chinese,relaxing234
430,MarineMammalRescue,382488870,517305,6356,739,257951,57363,TRUE,FALSE,English,MarineMammalRescue
431,winline_d2cl,381997875,51690,72891,7390,256979,68661,TRUE,FALSE,Russian,winline_d2cl
432,muse_tw,380438550,505485,6851,752,226386,28600,TRUE,FALSE,Chinese,木棉花官方頻道 (muse_tw)
433,PrimeLeague,380044095,43200,78016,8797,198972,75820,TRUE,FALSE,German,PrimeLeague
434,Xposed,379455780,99060,17664,3830,534764,115052,TRUE,TRUE,English,Xposed
435,liminhag0d,378801015,311550,59918,1215,567831,90261,TRUE,TRUE,Portuguese,liminhag0d
436,Xiuder_,378300015,215385,11973,1756,984182,262376,TRUE,FALSE,Italian,Xiuder_
437,Scarra,377816115,136365,30140,2770,1595073,84840,TRUE,FALSE,English,Scarra
438,SkyrrozTV,376973010,114930,26882,3280,1068783,125491,TRUE,FALSE,French,SkyrrozTV
439,Deadlyslob,376826895,127920,55016,2945,394160,27115,TRUE,FALSE,English,Deadlyslob
440,maxim,375411195,112365,10038,3340,452151,42698,TRUE,TRUE,German,maxim
441,Yassuo,374583105,84840,11041,4415,1997489,-23766,TRUE,FALSE,English,Yassuo
442,dafran,374200335,107355,47608,3485,805169,114253,TRUE,FALSE,English,dafran
443,veibae,373600980,40845,37876,9146,977404,339635,TRUE,TRUE,English,veibae
444,roflgator,372110445,103635,18566,3590,300404,57961,TRUE,TRUE,English,roflgator
445,dogdog,370634370,90240,14969,4107,633280,-160,TRUE,FALSE,English,dogdog
446,CDNThe3rd,370006590,145455,41602,2543,2027360,10863,TRUE,FALSE,English,CDNThe3rd
447,LACOBRAAA,369625155,107355,39284,3443,277840,197029,TRUE,FALSE,Spanish,LACOBRAAA
448,Euriece,369541230,178005,22234,2076,314447,47479,TRUE,FALSE,Japanese,Euriece
449,WillerZ,368118285,164685,99825,2235,278291,79695,TRUE,TRUE,English,WillerZ
450,Conterstine,367876590,128745,62851,2857,1080571,368077,TRUE,FALSE,Spanish,Conterstine
451,ElmiilloR,367860570,74415,29337,4943,793840,29900,TRUE,FALSE,Spanish,ElmiilloR
452,et_1231,366605520,137640,7811,2663,341159,100209,TRUE,FALSE,Chinese,依渟 (et_1231)
453,Kitboga,366209490,46620,13879,7855,1148669,116378,TRUE,FALSE,English,Kitboga
454,leechunhyang,366135570,185700,11249,1971,251688,26855,TRUE,FALSE,Korean,이춘향 (leechunhyang)
455,nodolly,365914815,148830,19147,2458,240889,54243,FALSE,FALSE,Korean,노돌리 (nodolly)
456,GrenBaud,365175120,38310,32448,9532,853910,226183,TRUE,TRUE,Italian,GrenBaud
457,Staryuuki,364840755,94065,18514,3878,2798219,586961,TRUE,FALSE,Spanish,Staryuuki
458,pisicela,363602220,169305,7945,2147,176984,58638,TRUE,FALSE,Polish,pisicela
459,Alexby11,361898520,66060,73607,5478,3249739,458885,TRUE,FALSE,Spanish,Alexby11
460,RealzBlueWater,361444905,202530,4922,1784,115934,57673,TRUE,FALSE,English,RealzBlueWater
461,adolfz,361145985,71640,22020,5041,610708,135886,TRUE,TRUE,Portuguese,adolfz
462,iateyourpie,359813235,161325,10736,2230,144925,15897,TRUE,FALSE,English,iateyourpie
463,follentass,358756680,104070,25009,3447,315452,98470,TRUE,TRUE,Russian,follentass
464,jukes,355470240,86265,17236,4120,1779308,98306,TRUE,TRUE,Portuguese,jukes
465,hitsquadgodfather,353787630,276270,3563,1280,99699,75270,FALSE,FALSE,English,hitsquadgodfather
466,masondota2,353483775,78660,11258,4493,227234,29002,TRUE,TRUE,English,masondota2
467,bysTaXx,349277055,52650,141191,6633,2082653,528958,TRUE,FALSE,Spanish,bysTaXx
468,naseongkim,347480070,209490,8693,1658,137029,6170,TRUE,FALSE,Korean,김나성 (naseongkim)
469,PaymoneyWubby,347454825,25245,25995,13763,580447,65618,TRUE,FALSE,English,PaymoneyWubby
470,RevedTV,347271240,63405,22122,5477,913609,123062,TRUE,FALSE,German,RevedTV
471,Levo,347067990,85290,15569,4069,764364,127052,TRUE,TRUE,Turkish,Levo
472,Payo,346155720,160980,11998,2150,274093,28230,TRUE,FALSE,English,Payo
473,aXtLOL,345767085,153870,12457,2247,879548,24579,TRUE,FALSE,Portuguese,aXtLOL
474,restiafps,345610395,127500,20609,2710,188678,81676,TRUE,FALSE,Chinese,restiafps
475,DiazBiffle,345366210,67200,33503,5139,555795,131062,TRUE,FALSE,English,DiazBiffle
476,its_iron,343749990,91050,8305,3775,542533,47671,TRUE,TRUE,English,its_iron
477,TwitchRivals,343619790,31470,183110,10918,2251431,297319,TRUE,FALSE,English,TwitchRivals
478,ElZeein,343447080,68280,18648,5029,226045,148090,TRUE,FALSE,Spanish,ElZeein
479,Ranger,343237950,179940,11742,1907,1121704,446667,TRUE,FALSE,English,Ranger
480,1PVCS,343236480,178065,23391,1927,134468,30109,TRUE,FALSE,French,1PVCS
481,dota2ti_ru,343220565,4515,285536,76017,882375,46331,TRUE,FALSE,Russian,dota2ti_ru
482,IsVolcano,342890505,121035,28419,2832,142892,75091,TRUE,FALSE,Spanish,IsVolcano
483,Werlyb,342446835,66165,37802,5175,733409,123399,TRUE,FALSE,Spanish,Werlyb
484,Dropped,342193875,140880,11679,2428,304241,125574,TRUE,TRUE,English,Dropped
485,GingiTV,340810110,83775,19317,4068,300924,33745,TRUE,TRUE,English,GingiTV
486,Shisheyu_Mayamoto,340781580,104250,11169,3268,107138,30090,TRUE,FALSE,French,Shisheyu_Mayamoto
487,DreadzTV,340772385,110100,12601,3095,688757,4288,TRUE,FALSE,Russian,DreadzTV
488,HutchMF,339655275,202500,31191,1677,271356,57851,TRUE,TRUE,English,HutchMF
489,Smoke,339017235,79320,22388,4274,280729,36967,TRUE,FALSE,English,Smoke
490,TeamLiquid,337893330,55515,32518,6086,172568,79059,TRUE,FALSE,English,TeamLiquid
491,Zentreya,337632960,91245,25817,3700,379559,125680,TRUE,FALSE,English,Zentreya
492,LosPollosTV,337383690,55455,20451,6083,685113,50672,TRUE,FALSE,English,LosPollosTV
493,Sacriel,337001880,152475,17446,2210,712827,1591,TRUE,FALSE,English,Sacriel
494,Putupau,336407685,135690,20181,2479,363426,138779,TRUE,FALSE,Spanish,Putupau
495,IzakOOO,336229140,114330,55986,2940,1819886,165690,TRUE,FALSE,Polish,IzakOOO
496,SharonQueen,335640045,431760,3336,777,446987,313053,TRUE,TRUE,English,SharonQueen
497,CoconutB,335395875,114390,35659,2932,405722,42772,TRUE,TRUE,English,CoconutB
498,paka9999,335256195,56130,14326,5972,411798,62725,TRUE,FALSE,Korean,파카9999 (paka9999)
499,tvandeR,334199340,72825,60454,4589,539634,99164,TRUE,FALSE,Spanish,tvandeR
500,ESAMarathon,333883395,333150,35096,1002,281302,16848,TRUE,FALSE,English,ESAMarathon
501,shadowkekw,333631140,30840,34509,10818,343311,183380,TRUE,FALSE,Russian,shadowkekw
502,Mithrain,333482700,85605,42563,3895,1667130,129525,TRUE,FALSE,Turkish,Mithrain
503,RybsonLoL_,333388095,161775,14529,2060,246856,67196,TRUE,FALSE,Polish,RybsonLoL_
504,failverde,332448975,175380,13519,1895,250834,32392,TRUE,FALSE,Chinese,懶貓 (failverde)
505,karchez,331410420,68655,53747,4827,1366323,693783,TRUE,FALSE,Spanish,karchez
506,resttpowered,330792030,135975,11546,2432,350648,25020,TRUE,FALSE,Slovak,resttpowered
507,REVENANT,330045990,113760,12921,2901,425505,24426,TRUE,FALSE,Spanish,REVENANT
508,gearbaby1010,329946060,120570,20543,2736,263248,36033,TRUE,FALSE,Chinese,花輪同學 (gearbaby1010)
509,Odablock,329930325,152115,37271,2168,268080,59062,TRUE,FALSE,English,Odablock
510,guit88man,329347155,156720,10737,2101,160956,8285,TRUE,FALSE,Russian,guit88man
511,GaleguiNS,328447890,67875,46026,4839,405909,231124,TRUE,FALSE,Portuguese,GaleguiNS
512,deepins02,327806100,21840,126995,15009,1465032,1456176,TRUE,FALSE,Russian,deepins02
513,hJune,327381375,79785,88549,4103,572507,94651,TRUE,TRUE,English,hJune
514,KYR_SP33DY,326539455,119850,11762,2724,812673,38622,TRUE,FALSE,English,KYR_SP33DY
515,BTSBrasilTV,325672515,516135,13714,630,232172,12577,TRUE,FALSE,Portuguese,BTSBrasilTV
516,Deansocool,325592040,172110,14485,1891,272449,66291,TRUE,FALSE,English,Deansocool
517,LuluLuvely,324862140,84720,27037,3834,1322826,174771,TRUE,FALSE,English,LuluLuvely
518,BreitenVonBerg,324585255,177435,15362,1829,155483,77976,TRUE,FALSE,German,BreitenVonBerg
519,TpaBoMaH,324581100,96885,21712,3350,479352,152292,TRUE,FALSE,Russian,TpaBoMaH
520,Faide,324029415,65355,12369,4957,699619,347150,TRUE,FALSE,English,Faide
521,Preachlfw,323435085,97545,16546,3315,295125,36160,TRUE,TRUE,English,Preachlfw
522,TheRunningManZ,322650705,101715,10645,3172,285735,59552,TRUE,FALSE,English,TheRunningManZ
523,xargon0731,322497300,170265,12706,1894,322416,16144,TRUE,FALSE,Chinese,殺梗 (xargon0731)
524,pqueen,322222725,60450,30934,5330,2108106,327688,TRUE,FALSE,Turkish,pqueen
525,Aurateur,321904515,164010,4308,1962,163978,9436,TRUE,TRUE,English,Aurateur
526,Giantwaffle,321212115,158745,4728,2023,857506,-7999,TRUE,FALSE,English,Giantwaffle
527,sweetcampercs,319614690,129630,10207,2465,281329,45973,TRUE,TRUE,Chinese,龜狗 (sweetcampercs)
528,AgustinUnaplay8,319564650,50295,16451,6353,167958,132443,TRUE,FALSE,Spanish,AgustinUnaplay8
529,NeVeR_LosEs,319009065,84405,11156,3779,261747,19514,TRUE,FALSE,Chinese,NeVeR_LosEs
530,polispol1,316100400,124065,47586,2547,993668,613402,TRUE,FALSE,Spanish,polispol1
531,TisiSchubech,315928755,39270,62418,8045,307110,208390,TRUE,FALSE,German,TisiSchubech
532,Fanum,315641940,48165,25058,6553,717862,457237,TRUE,FALSE,English,Fanum
533,blackelespanolito,315398805,112560,41836,2802,832566,247532,TRUE,FALSE,Spanish,blackelespanolito
534,Ssaab,314744040,153150,21843,2055,355002,62557,TRUE,FALSE,English,Ssaab
535,cyr,314416395,68925,41940,4561,584142,109603,TRUE,TRUE,English,cyr
536,CCT_EN,314247435,109935,47042,2858,296234,96007,TRUE,FALSE,English,CCT_EN
537,EASPORTSFIFA,314205945,23640,113557,13291,2751810,485972,TRUE,FALSE,English,EASPORTSFIFA
538,JoeWo,314138970,134520,8707,2335,687079,187341,TRUE,FALSE,English,JoeWo
539,PUBG_BATTLEGROUNDS,314044650,41565,32547,7555,1058495,111406,TRUE,FALSE,English,PUBG_BATTLEGROUNDS
540,Perxitaa,312592095,66945,30198,4669,2308494,304569,TRUE,FALSE,Spanish,Perxitaa
541,slrabbit99,312508245,272415,3773,1147,109649,1574,TRUE,FALSE,Chinese,貝克 (slrabbit99)
542,Yogscast,312230070,327570,38629,953,947740,11802,TRUE,FALSE,English,Yogscast
543,portialyn,312098340,169755,11491,1838,106087,28988,TRUE,FALSE,Korean,포셔 (portialyn)
544,BlackUFA,311892180,86235,7106,3616,338343,34287,TRUE,FALSE,Russian,BlackUFA
545,qttsix,311648730,194565,16272,1601,174053,31334,TRUE,FALSE,Chinese,六希夫 (qttsix)
546,Agustabell212,310344480,121425,30887,2555,162372,52019,TRUE,FALSE,Spanish,Agustabell212
547,FrankDimes,309346215,111810,23075,2766,63945,58957,FALSE,TRUE,English,FrankDimes
548,AkumaGirrl,308996865,516480,1877,598,383399,144060,TRUE,FALSE,Spanish,AkumaGirrl
549,Knut,308661840,199890,53655,1544,371099,206750,TRUE,FALSE,English,Knut
550,RoyalPhunk,308158455,104850,12540,2939,259537,18189,TRUE,TRUE,German,RoyalPhunk
551,FPSThailand,307646895,136935,32355,2246,541252,48024,TRUE,FALSE,Thai,FPSThailand
552,Kaydop,307337475,67575,12008,4548,684288,78023,TRUE,FALSE,French,Kaydop
553,vodkavdk,307313160,102435,31541,3000,275963,229245,TRUE,FALSE,Japanese,ボドカさん (vodkavdk)
554,MOTHER3rd,306358875,155475,54837,1970,177939,155808,TRUE,FALSE,Japanese,MOTHER3rd
555,Becca,306261765,155115,11556,1974,418981,26121,TRUE,FALSE,English,Becca
556,B0aty,305613855,79995,26973,3820,563919,16444,TRUE,TRUE,English,B0aty
557,JRKZ,304368270,79095,19115,3848,648336,75337,TRUE,TRUE,Turkish,JRKZ
558,inecr7024,303535215,125565,29855,2417,215632,62278,TRUE,FALSE,Korean,삼식 (inecr7024)
559,ZilverK,303241005,86580,40010,3502,1732208,1287109,TRUE,FALSE,Spanish,ZilverK
560,WARDELL,303215250,89745,16170,3378,1127495,199049,TRUE,TRUE,English,WARDELL
561,Franio,303189495,76785,33621,3948,297427,235734,TRUE,FALSE,Polish,Franio
562,sutanmi,302936415,100155,16594,3024,221661,83381,TRUE,FALSE,Japanese,スタンミ (sutanmi)
